"Feature ID"	"Taxon"	"Confidence"
"f598b2eaeb47fa52b130b29f16fd0f72"	"d__Bacteria; p__MBNT15; c__MBNT15; o__MBNT15; f__MBNT15; g__MBNT15"	0.937660856960986
"e11d9242c29e39dfa45687331dc11c27"	"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Vicinamibacteraceae"	0.990488682103372
"c2d89cfde08a928530da593fe32fdd81"	"d__Bacteria; p__Chloroflexi; c__Gitt-GS-136; o__Gitt-GS-136; f__Gitt-GS-136; g__Gitt-GS-136"	0.999995153744413
"f0d3325e677710cc91cb3433a5bfc1ad"	"d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae"	0.998139290876746
"fd20f3a04244f75b24bcf3c2330ba86e"	"d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41"	0.989728763209022
"36d50cd33d34b1fb4364cd9feb3f7af8"	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__MND1"	0.999996352347948
"4125efcabc586ad2ba1ce18c25088c34"	"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Conexibacter"	0.830653102278888
"91eee8d04af7af2055965d42afef0062"	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__B1-7BS; g__B1-7BS; s__uncultured_bacterium"	0.739240350192445
"6a402e27161e4edd5cb23f314fdfd773"	"d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas"	0.995262463416075
"283032d527784897353ef72d060732ba"	"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_(Subgroup_1)"	0.999999238274896
"ffc4394aef1eb5111a223a22e9eceeb8"	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__KI89A_clade; f__KI89A_clade; g__KI89A_clade"	0.939933735183999
"736defea0f266eb3f4ccab791756216f"	"d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium"	0.998479530362938
"e8ff12bd3b343447fc2efd7333eb4fcf"	"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Subgroup_17; f__Subgroup_17; g__Subgroup_17; s__metagenome"	0.99019408347335
"04b7b53446200699bcc5399f488da945"	"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae"	0.998815889569933
"b78ed14c94bde56f7438bf4640e53785"	"d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Sandaracinaceae; g__uncultured"	0.991879396466416
"b6498704c991e6158be0d76b251e61b7"	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Microscillaceae; g__uncultured; s__Bacteroidetes_bacterium"	0.809619000353145
"1059c26cfb121c68c41df64a804233c8"	"d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41"	0.897335330238784
"27aeaa8ace34bcc8ba1fd7412ce47f0c"	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae"	0.999973774022134
"56405c84b97f80d5afe7769880e36875"	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__uncultured"	0.992728060486643
"e4991286b840c4dbbe46f7c2d84e82a7"	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae"	0.994027618028057
"96e9aeff8100aa0354cf842496a5f50a"	"d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Pirellula"	0.999850238995569
"b1e186a9039fed4a411a82c94ea1ac89"	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae"	0.985394628783515
"b4f267011a92bac58a116fc12ab22ba9"	"d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured"	0.986340964334536
"69c58551f3759b0345fa3ab90e2c13a6"	"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14"	0.99325690517569
"5ebe82ef27d979e70a14b91260fb217e"	"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Vicinamibacteraceae"	0.944521481573765
"d9af71300cc3817573519d4fe21cd5fe"	"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14"	0.959344196965745
"80d6acbb005fc33efe1839364b067732"	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Dongiales; f__Dongiaceae; g__Dongia"	0.990301000377418
"df22495eb58ecd22e2b46f725419bd12"	"d__Bacteria; p__Entotheonellaeota; c__Entotheonellia; o__Entotheonellales; f__Entotheonellaceae; g__Entotheonellaceae"	0.999910755263271
"714c0d1aaeb156f26109a215fb4f8035"	"d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__SBR1031; g__SBR1031"	0.986294466435073
"4bad3bed460ff43840f887df1fc290a1"	"d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Thermoanaerobaculales; f__Thermoanaerobaculaceae; g__Subgroup_10"	0.999889272442494
